"","file_name","Rob_protocol","Rob_question","Rob_inexclusioncriteria","Rob_search","Rob_date","Rob_string","Rob_rob","Rob_guidelines","Rob_metaanalysis","Rob_flowchart","Rob_coi","Rob_deviations","Rob_extraction"
"41","html/Babacic-2019-CRISPR-casgene-editingasplausi.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"42","html/Bachstetter_2020_The.html","0","1","1","1","0","1","1","1","0","1","1","0","0"
"43","html/Badihian_2020_Transcriptional.html","1","1","1","1","1","1","1","1","0","1","1","0","1"
"44","html/Bahmad-2020-RoleofMicroRNAsinAnesthesia-In.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"45","html/Bahouth-2018-Primarydehydrationandacutes.html","0","1","1","1","1","0","1","1","0","0","1","0","0"
"46","html/Bahr-2019-Theeffectsofvariousessentialoil.html","0","1","1","1","1","1","0","0","0","0","0","0","0"
"47","html/Bailey_2011_Is.html","0","1","1","1","1","0","0","1","0","0","1","0","0"
"48","html/Bakhsheshian-2021-Investigatingthebloodspin.html","1","1","1","1","1","0","0","0","0","1","1","0","0"
"49","html/Balthazar_2021_The.html","1","1","1","1","1","1","1","1","0","1","1","0","1"
"50","html/Baron_2022_Renin.html","1","1","1","1","1","0","1","1","1","1","0","0","1"
"51","html/Bartholomew_2016_Clinical.html","0","1","1","1","0","1","0","1","1","1","0","0","0"
"52","html/Baryan_2012_Systematic.html","0","1","1","1","1","1","1","1","1","0","0","0","1"
"53","html/Bastiancich_2021_Does.html","0","1","1","1","1","1","1","1","1","1","1","0","0"
"54","html/Bastianini_2019_Post-sigh.html","0","1","1","1","1","1","0","1","0","1","1","0","0"
"55","html/Batchelor-2013-Meta-AnalysisofPre-ClinicalS.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"56","html/Batchelor-2013-SystematicReviewandMeta-Anal.html","0","1","1","1","1","1","1","1","1","1","1","0","0"
"57","html/Bath-2009-EffectsofNXY-059inexperimentals.html","0","1","1","1","1","0","1","0","1","1","0","0","0"
"58","html/Baxter-2001-Oppositerelationshipofhippocamp.html","0","1","1","1","0","0","0","0","0","0","0","0","0"
"59","html/Bay-Richter_2022_Antidepressant.html","0","1","1","1","1","1","0","1","0","1","1","0","1"
"60","html/Beard_2019_The.html","0","1","1","1","1","1","1","1","1","0","1","0","1"
"61","html/Becker-2016-Femaleratsarenotmorevariable.html","0","1","1","1","1","1","0","0","0","0","1","0","0"
"62","html/Belgers-2016-Ibogaineandaddictionintheani.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"63","html/Beuker-2021-ImmuneCellInfiltrationintothe.html","1","1","1","1","1","1","1","1","1","0","1","0","1"
"64","html/Bharucha-2022-MousemodelsofJapaneseencepha.html","0","1","1","0","1","0","1","1","1","1","1","0","1"
"65","html/Bhatti-2021-Systematicreviewoftheimpactof.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"66","html/Bhatti_2018_Systematic.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"67","html/Blais-2021-Probioticandcommensalgutmicrobi.html","1","1","1","1","1","1","1","0","0","0","1","0","1"
"68","html/Bobbo-2019-Interleukin-6expressionbyhypotha.html","1","1","1","1","1","1","1","1","0","1","1","0","0"
"69","html/Boccardi-2016-VitaminEfamily_Roleinthepa.html","0","1","1","1","0","1","0","0","0","0","1","0","0"
"70","html/Bodnar-2019-ASystematicReviewofClosedHead.html","0","1","1","1","1","1","1","1","0","1","0","0","0"
"71","html/Botteri-2008-Cerebralbloodflowthresholdsfo.html","0","1","1","1","1","1","1","0","0","1","0","0","1"
"72","html/Bourne-2017-Whole-eyetransplantation_alook.html","0","1","1","0","1","0","0","0","0","0","1","0","0"
"73","html/Broeren-2021-Nerverecoveryfromtreatmentwit.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"74","html/Brunoni_2011_Noncellular.html","0","1","1","1","0","1","1","1","1","1","1","0","1"
"75","html/Bruschettini_2022_The.html","1","1","1","1","1","0","1","1","1","1","1","0","1"
"76","html/Buenhombre_2021_Different.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"77","html/Burek-2021-Long-terminflammatorypaindoesno.html","1","1","1","1","1","1","1","0","1","0","1","0","1"
"78","html/Cadotte-2011-Spinalcordinjury_Asystematic.html","0","1","1","1","1","0","1","0","0","0","0","0","0"
"79","html/Calcia-2016-Stressandneuroinflammation_Asy.html","0","1","1","1","1","0","0","0","0","0","1","0","0"
"80","html/Caldieraro_2019_Transcranial.html","0","1","1","1","1","1","1","1","0","1","1","0","0"
"81","html/CamargoMaluf-2019-AnalysisoftheRelationshi.html","0","1","1","0","1","0","0","0","0","1","1","0","0"
"82","html/Cao-2021-Novelandknowntranscriptionaltarge.html","0","1","1","0","1","1","1","0","0","0","1","0","0"
"83","html/Cao-2022-Transcriptionaltargetsofamyotrophi.html","0","1","1","0","1","1","1","1","0","0","1","0","0"
"84","html/Cardoso_2022_Beneficial.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"85","html/Cardoso_2022_Photobiomodulation.html","0","1","1","1","1","1","1","1","0","0","1","0","1"
"86","html/Carneiro-2022-Ameta-analysisoftheeffectof.html","1","1","1","1","1","0","1","1","1","1","1","0","1"
"87","html/Carneiro_2022_Serotonergic.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"88","html/Castrellon-2021-Dopaminergicmodulationofrew.html","1","1","1","1","1","1","0","1","1","1","1","0","0"
"89","html/Castro_2015_Effect.html","0","1","1","1","1","1","0","0","0","0","0","0","1"
"90","html/Caterino-2022-CanineSeventhLumbarVertebraF.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"91","html/Cavaleiro-2020-MemoryandCognition-RelatedNe.html","0","1","1","0","1","0","0","1","0","1","1","0","0"
"92","html/Chaliha-2021-Asystematicreviewofthemdmam.html","0","1","1","1","1","1","1","1","0","0","1","1","0"
"93","html/Chan_2021_The.html","1","1","1","1","1","1","1","1","1","1","0","0","1"
"94","html/Chan_2021_The_2.html","1","1","1","1","1","1","1","1","1","1","0","0","1"
"95","html/Charalambous-2014-Treatmentincanineepilepsy.html","0","1","1","1","1","1","1","1","0","0","1","0","1"
"96","html/Charalambous-2016-Antiepilepticdrugs'tolerab.html","0","1","1","1","1","1","1","1","1","0","1","0","1"
"97","html/Charalambous-2018-Systematicreviewofantiepi.html","0","1","1","1","1","1","1","1","0","1","1","0","0"
"98","html/Chau_2014_Timing.html","0","1","1","1","1","1","0","0","1","0","1","0","0"
"99","html/Chen-2019-Borneolforregulatingthepermeabil.html","0","1","1","1","1","1","1","0","1","1","1","0","0"
"100","html/Chen-2021-EffectofMetforminonLocomotorFun.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"101","html/Chen-2023-Methodologicalandreportingquality.html","0","1","1","1","1","0","1","0","0","1","1","0","1"
"102","html/Chen_2019_Neuroprotective.html","0","1","1","1","1","1","1","1","0","1","1","0","0"
"103","html/Chen_2019_Resveratrol.html","0","1","1","1","0","1","1","1","0","0","1","0","1"
"104","html/Cheng-2019-Dystonin_BPAG1modulatesdiabetesa.html","0","1","1","0","1","0","0","0","1","0","1","0","0"
"105","html/Chilcott-2022-Systematicreviewandmeta-analy.html","0","1","1","1","1","1","1","1","1","1","1","0","0"
"106","html/ChinnaMeyyappa-2020-Effectoffecalmicrobiot.html","1","1","1","1","1","1","1","1","0","1","1","0","1"
"107","html/Choe-2018-Theefficacyandunderlyingmechanis.html","0","1","1","0","0","0","1","1","1","1","1","0","0"
"108","html/Chorath-2020-Mesenchymalstemcellsforsensor.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"109","html/Christidis_2022_Neuroprotective.html","0","1","1","1","1","1","1","1","0","1","1","0","0"
"110","html/Christophe-2020-StatinTherapyinIschemicStr.html","0","1","1","1","1","0","1","0","1","1","1","0","1"
"111","html/Chuinsiri_2021_Exploring.html","1","1","1","1","1","0","1","1","0","1","1","0","1"
"112","html/Cicero_2017_Metals.html","0","1","1","1","1","1","0","0","0","0","1","0","0"
"113","html/Ciuro-2023-AMeta-AnalysisStudyofSOD1-Mutan.html","0","1","1","1","1","1","0","0","0","0","1","0","0"
"114","html/Colizzi_2016_Therapeutic.html","0","1","1","1","1","1","1","1","1","0","1","0","1"
"115","html/Colpo_2019_Stem.html","0","1","1","1","1","1","1","1","0","1","0","0","0"
"116","html/Colpo_2019_Systematic.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"117","html/Conners_2019_Antipsychotics.html","0","1","1","1","1","1","0","0","0","0","1","0","1"
"118","html/Cossu-2015-Theroleofmifepristoneinmeningi.html","0","1","1","1","1","0","0","0","0","1","1","0","1"
"119","html/Costa-2019-AstragalosideIVsupplementationpr.html","0","1","1","1","0","1","0","0","1","1","1","0","0"
"120","html/Costa-2021-RelationshipofPorphyromonasgingi.html","1","1","1","1","1","1","1","1","0","1","1","0","1"
"121","html/Costa_2017_Supplementation.html","0","1","1","1","0","0","0","0","0","1","1","0","0"
"122","html/Costas-2022-DoNaturallyOccurringAntioxidant.html","0","1","1","1","1","1","0","1","0","1","1","0","0"
"123","html/Craig_2019_A.html","0","1","1","1","0","0","0","1","0","1","0","0","0"
"124","html/Creutzberg-2021-Long-lastingeffectsofprenat.html","0","1","1","1","0","1","1","0","1","1","1","0","1"
"125","html/Croci-2022-Preclinicalandclinicalroleofin.html","0","1","1","1","1","1","0","1","0","1","1","0","1"
"126","html/Cui-2015-Efficacyofdeferoxamineinanimalmo.html","0","1","1","1","1","1","1","1","1","0","1","0","1"
"127","html/Cui_2017_Hyperbaric.html","0","1","1","1","1","0","1","0","1","0","1","0","1"
"128","html/Cunniffe-2021-Systematicapproachtoselecting.html","0","1","1","0","1","0","0","1","0","1","1","0","0"
"129","html/Cupo-2021-Asystematicreviewofneuroimaging.html","0","1","1","1","0","0","1","1","0","1","1","0","0"
"130","html/Curley-2022-Yohimbineasapharmacologicalpro.html","1","1","1","1","0","1","1","1","0","1","1","0","1"
"131","html/Currie-2019-Animalmodelsofchemotherapy-indu.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"132","html/daCosta-2019-Supplementationwithcurcumalon.html","0","1","1","1","1","1","0","0","0","1","1","0","0"
"133","html/Dahiya_2022_The.html","0","1","1","1","1","1","1","1","1","1","0","0","0"
"134","html/Dal-Pizzol-2021-WhatAnimalModelsCanTellUs.html","0","1","1","1","1","0","1","0","0","0","1","0","1"
"135","html/Daldegan-Bueno-2022-Co-exposureofcannabinoid.html","0","1","1","1","1","1","1","0","1","1","1","0","1"
"136","html/Dalgas-2012-Exerciseanddiseaseprogressioni.html","0","1","1","1","1","0","0","0","0","1","1","0","0"
"137","html/Dang_2021_Efficacy.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"138","html/Daniele_2020_Exercise.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"139","html/Das-2020-Meta-analysisofmousetranscriptomic.html","0","1","1","0","0","0","0","0","1","1","1","0","0"
"140","html/Davis-2016-Systematicreviewandstratifiedme.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"141","html/deJonge-2019-Feverworsensoutcomesinanimal.html","0","1","1","1","1","1","0","1","1","1","1","0","1"
"142","html/DeRisio-2020-Recoveringfromdepressionwith.html","1","1","1","1","0","1","1","1","1","1","1","0","0"
"143","html/DeSousa-2021-Physicalexerciseprotocolsina.html","0","1","1","0","1","1","1","0","0","1","1","0","0"
"144","html/deSousaMacedo-2022-Curcuminforattention-de.html","0","1","1","0","1","0","0","0","0","1","1","0","0"
"145","html/Deepika_2020_An.html","0","1","1","1","1","1","0","0","1","0","1","0","0"
"146","html/Deleonibus_2021_A.html","0","1","1","1","0","1","0","1","0","1","1","0","0"
"147","html/Deng_2022_Experimental.html","1","1","1","1","1","1","1","1","1","1","1","0","0"
"148","html/Deng_2022_Therapeutic.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"149","html/Derbyshire-2020-Choline,neurologicaldevelopm.html","0","1","1","1","1","1","1","1","0","0","0","0","0"
"150","html/Derks_2017_Effects.html","0","1","1","1","1","1","1","0","1","0","0","0","0"
"151","html/Devasahayam-2017-Theeffectsofaerobicexerci.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"152","html/Devlin-2022-ASystematicReviewofInflammator.html","0","1","1","1","1","0","0","1","0","1","1","0","1"
"153","html/Dias_2022_Fluid.html","0","1","1","1","1","1","0","1","0","1","1","0","1"
"154","html/Disma_2016_A.html","0","1","1","1","1","0","0","1","0","0","1","0","1"
"155","html/DoCarmoNeto-2022-NeuroprotectiveTreatments.html","1","1","1","1","1","1","1","1","0","1","1","0","1"
"156","html/Dodson_2019_Intracranial.html","0","1","1","1","1","0","0","1","0","1","1","0","1"
"157","html/Dolgorukova-2022-Meta-analysisoftheeffects.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"158","html/Dong-2016-Recombinanttissueplasminogenactiv.html","0","1","1","1","1","0","1","1","1","1","1","0","1"
"159","html/Dorman-2018-Polybrominateddiphenylether(PBD.html","1","1","1","1","1","0","1","1","1","0","0","0","1"
"160","html/dosAnjosRosár-2022-Theinfluenceofsexand.html","0","1","1","1","1","1","1","1","1","1","1","0","0"
"161","html/dosSantos-2022-NeuroprotectiveEffectsofRes.html","1","1","1","1","1","1","1","1","1","0","1","0","1"
"162","html/Dreikorn_2018_Immunotherapy.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"163","html/Du_2022_Preclinical.html","0","1","1","1","1","1","1","1","1","0","1","0","1"
"164","html/Dugas_2020_Cell.html","0","1","1","1","1","1","0","1","0","1","1","0","1"
"165","html/Dumitrascu-2016-Stillcoolingafterallthese.html","0","1","1","0","1","0","1","0","1","0","1","0","0"
"166","html/Duque-Quintero_2022_Enduring.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"167","html/Durán-Carabali-2022-Effectofenvironmentalen.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"168","html/Durán-Carabali_2023_Protective.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"169","html/Duran_2022_Major.html","0","1","1","0","1","0","0","0","0","0","0","0","0"
"170","html/Durg-2015-Withaniasomnifera(Ashwagandha)in.html","0","1","1","1","1","1","0","1","1","0","1","0","0"
"171","html/Dutcher-2020-Early-lifestressandinflammatio.html","0","1","1","0","0","0","1","0","0","0","1","0","0"
"172","html/Dylla_2022_Sex.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"173","html/Egan_2014_Exercise.html","0","1","1","1","1","0","1","1","1","0","1","0","0"
"174","html/Egan_2016_From.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"175","html/Ekert_2018_TNF.html","0","1","1","1","1","0","1","1","0","1","1","0","0"
"176","html/ElBakly_2019_The.html","0","1","1","1","0","1","1","1","1","1","1","0","1"
"177","html/Elliott_2019_Metaanalysis.html","0","1","1","0","1","1","1","1","0","1","1","0","0"
"178","html/Elliott_2020_Therapeutic.html","0","1","1","1","1","0","1","1","1","1","1","0","1"
"179","html/Elma_2022_Diet.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"180","html/England_2009_Granulocyte.html","0","1","1","1","1","1","1","1","1","0","0","0","1"
"181","html/England_2015_Cannabinoids.html","0","1","1","1","1","1","1","0","1","0","1","0","0"
"182","html/Erber_2020_The.html","0","1","1","1","1","1","1","1","0","1","1","0","0"
"183","html/Erbil_2019_GLP1.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"184","html/Escelsior_2020_Redhot.html","0","1","1","1","1","0","0","1","0","1","1","0","1"
"185","html/Fahed-2016-Testingflowdiversioninanimalmo.html","0","1","1","1","1","1","0","1","0","1","1","0","1"
"186","html/Fahed-2017-Flowdiversion_whatcanclinicians.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"187","html/Fan_2022_Systematic.html","0","1","1","0","1","0","0","1","0","0","0","0","0"
"188","html/Farajdokht-2020-Serotonergicsystemmodulation.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"189","html/Faridaalee-2019-SerumandCerebrospinalFluid.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"190","html/Favie_2018_Nitric.html","0","1","1","1","1","1","1","0","0","1","1","0","1"
"191","html/Feng-2016-NinetraditionalChineseherbalform.html","0","1","1","1","1","1","1","0","0","0","0","0","0"
"192","html/Fernandes-2021-Essentialoilsinexperimental.html","0","1","1","1","1","1","1","1","1","1","1","0","0"
"193","html/Fernández-Beltr-2021-ATranscriptomicMeta-Ana.html","0","1","1","1","1","0","0","0","0","0","1","0","0"
"194","html/Ferreira_2021_The.html","1","1","1","1","1","0","1","1","0","1","0","0","1"
"195","html/Fliegel-2013-Ethanol-inducedalterationsofam.html","0","1","1","1","0","1","0","0","1","0","1","0","0"
"196","html/Floyd_2020_Hypoxia.html","0","1","1","1","1","0","0","0","0","1","1","0","0"
"197","html/Flynn_2017_Alpha.html","0","1","1","1","1","1","0","1","1","1","1","0","1"
"198","html/Fond_2012_Antipsychotic.html","0","1","1","1","1","0","0","1","0","1","0","0","1"
"199","html/Fonseca-Rodrigues_2021_Emotional.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"200","html/Forero-2021-FunctionalGenomicsofEpileptogen.html","0","1","1","0","1","0","0","1","1","0","1","0","0"
"201","html/Franconi-2013-Asystematicreviewofexperimen.html","0","1","1","1","1","1","1","0","0","0","1","0","1"
"202","html/Frank-2008-Cocaine-induceddopamineoverfloww.html","0","1","1","0","0","1","1","0","1","0","0","0","0"
"203","html/Freeze_2018_Bloodbrain.html","0","1","1","1","1","1","1","1","1","1","1","0","0"
"204","html/Fritze_2017_Adaptive.html","0","1","1","1","0","1","0","0","0","0","1","0","0"
"205","html/Froese-2020-CerebrovascularResponsetoPhenyl.html","0","1","1","1","1","1","0","1","1","1","0","0","1"
"206","html/Fu_2020_Kaixinsan.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"207","html/Fu_2022_Neuropharmacological.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"208","html/Fullerton-2022-Systematicreview_Association.html","0","1","1","1","1","1","1","1","0","0","1","0","0"
"209","html/Furlan_2021_Insights.html","0","1","1","1","1","0","1","0","0","1","1","0","0"
"210","html/Gadgil-2019-Asystematicsummaryandcompariso.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"211","html/Gainotti_2022_Hemispheric.html","0","1","1","1","1","1","1","1","0","1","0","0","0"
"212","html/Gambardella_2021_Systematic.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"213","html/Gámiz-2021-ASystematicReviewoftheDietary.html","0","1","1","1","1","1","0","1","0","1","1","0","0"
"214","html/García-Cruz-2022-Tissueandcell-specificwhol.html","0","1","1","1","1","0","0","0","1","0","1","0","0"
"215","html/Garcia-Reyero_2011_Conserved.html","0","1","1","0","1","0","0","0","1","0","0","0","0"
"216","html/Gardea-Resendez-2020-DissectingtheEpigenetic.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"217","html/Ge_2018_Effects.html","0","1","1","1","1","0","1","1","1","1","1","0","1"
"218","html/Geus_2022_Spinal.html","0","1","1","1","1","0","1","0","0","1","1","0","1"
"219","html/Ghazavi-2020-Theroleofresveratrolasanatu.html","0","1","1","1","1","0","0","0","0","0","1","0","0"
"220","html/Giacobbe_2021_A.html","0","1","1","1","1","1","1","1","0","1","1","0","0"
"221","html/Gibson-2008-Progesteroneforthetreatmentof.html","0","1","1","1","1","1","1","0","1","0","0","0","1"
"222","html/Gibson_2006_Estrogens.html","0","1","1","1","1","1","1","0","1","0","0","0","1"
"223","html/Giordano_2021_Neuroinflammation.html","1","1","1","1","1","1","1","1","0","1","1","0","1"
"224","html/Giron-2022-Non-InvasiveBrainStimulationEffe.html","0","1","1","1","1","1","0","1","1","1","1","0","1"
"225","html/Gomes-2023-MolecularMechanismsofZIKV-Induce.html","1","1","1","1","1","1","1","0","1","1","1","0","1"
"226","html/Goncharova-2021-Nutrienteffectsonmotorneur.html","0","1","1","1","1","1","1","0","0","0","1","0","0"
"227","html/Gong-2022-Neurotoxicityoffourfrequentlyuse.html","0","1","1","1","1","1","0","0","0","1","0","0","0"
"228","html/Gonzalez-reyes_2007_Manganese.html","0","1","1","1","1","1","0","0","0","0","0","0","0"
"229","html/Goursaud-2021-DelayedCerebralIschemiaAfter.html","0","1","1","0","1","0","1","1","0","1","1","0","1"
"230","html/Grammatikopoulou_2022_Ketogenic.html","0","1","1","1","1","1","1","1","1","1","1","1","1"
"231","html/Gruenbaum-2019-Branched-ChainAminoAcidsand.html","0","1","1","1","1","1","0","0","0","1","1","0","1"
"232","html/Grüter-2020-SystematicReviewandMeta-analysi.html","1","1","1","1","1","1","1","1","1","1","1","0","1"
"233","html/Grüter-2022-Lumen-orientedversuswall-oriente.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"234","html/Guido_2022_Sex.html","0","1","1","1","1","1","1","1","1","1","0","0","1"
"235","html/Guijarro-Belmar-2022-Effectivenessofbiomater.html","1","1","1","1","0","0","1","1","1","1","1","0","1"
"236","html/Gundersen-2023-Restraintstressduringneonata.html","0","1","1","0","1","0","0","0","1","0","0","0","0"
"237","html/Gunjur-2022-Poorcorrelationbetweenpreclinic.html","0","1","1","1","1","1","0","1","0","1","1","0","1"
"238","html/Guo-2022-EffectandMechanismsofQuercetinfo.html","1","1","1","1","1","1","1","0","1","1","0","0","0"
"239","html/Gururajan_2022_The.html","0","1","1","0","1","0","0","0","1","0","1","0","0"
"240","html/Haase-2022-Meta-AnalysisIdentifiesBDNFandN.html","0","1","1","1","1","0","0","0","1","0","1","0","0"
"241","html/Haensel-2015-Asystematicreviewofphysiologi.html","0","1","1","1","1","1","0","0","0","0","1","0","0"
"242","html/Haffey-2020-Theregenerativepotentialofther.html","0","1","1","1","0","0","1","1","0","0","0","0","1"
"243","html/Haider-2018-Intracranialpressurechangesafte.html","1","1","1","1","1","1","1","1","0","1","0","0","0"
"244","html/Haighton_2019_Systematic.html","0","1","1","1","1","0","1","0","0","0","1","0","0"
"245","html/Hainsworth_2008_Do.html","0","1","1","1","1","1","0","0","0","0","1","0","1"
"246","html/Hansen-2021-Translationalchallengesofremote.html","0","1","1","1","1","1","1","1","0","1","1","0","1"
"247","html/Hansen_2014_Calcitonin.html","0","1","1","0","1","1","0","1","0","1","1","0","0"
"248","html/Hasan-2016-DefiningOptimalAerobicExerciseP.html","0","1","1","1","1","1","1","0","0","1","1","0","0"
"249","html/Hassannejad-2018-Thefateofneuronsaftertra.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"250","html/Hassannejad_2019_Axonal.html","0","1","1","1","1","1","1","1","1","1","0","0","0"
"251","html/He-2022-Mesenchymalstemcells-derivedtherapi.html","0","1","1","1","1","1","1","1","1","1","1","0","1"
"252","html/Heard_2018_Repurposing.html","1","1","1","1","1","1","1","0","1","0","1","0","1"
"253","html/Heijmans_2021_A.html","0","1","1","1","1","1","1","0","0","1","1","0","1"
"254","html/Helinski-2011-Publicationtrendsinaddiction.html","0","1","1","1","1","1","1","1","0","0","0","0","0"
"255","html/Henderson_2006_Prevention.html","0","1","1","1","1","0","0","0","0","0","0","0","0"
"256","html/Henssen_2020_A.html","0","1","1","1","1","1","0","0","0","1","1","0","1"
"257","html/Hertzsch_2022_Systematic.html","0","1","1","1","1","0","0","1","0","1","1","0","0"
